,emoji,sentiment
1464,🇽🇰,"AnalyzerOutput(output=NEU, probas={NEU: 0.897, POS: 0.093, NEG: 0.010})"
1465,🍈,"AnalyzerOutput(output=NEU, probas={NEU: 0.920, POS: 0.070, NEG: 0.010})"
1466,🍣,"AnalyzerOutput(output=NEU, probas={NEU: 0.845, POS: 0.148, NEG: 0.006})"
1467,🎰,"AnalyzerOutput(output=NEU, probas={NEU: 0.924, POS: 0.071, NEG: 0.005})"
1468,👨‍💼,"AnalyzerOutput(output=NEU, probas={NEU: 0.944, POS: 0.048, NEG: 0.008})"
1469,👨🏾‍💻,"AnalyzerOutput(output=NEU, probas={NEU: 0.952, POS: 0.041, NEG: 0.007})"
1470,👩‍⚖️,"AnalyzerOutput(output=NEU, probas={NEU: 0.924, NEG: 0.059, POS: 0.017})"
1471,👩🏼,"AnalyzerOutput(output=NEU, probas={NEU: 0.958, POS: 0.035, NEG: 0.007})"
1472,🔂,"AnalyzerOutput(output=NEU, probas={NEU: 0.937, POS: 0.055, NEG: 0.008})"
1473,🔩,"AnalyzerOutput(output=NEU, probas={NEU: 0.951, POS: 0.036, NEG: 0.013})"
1474,🕔,"AnalyzerOutput(output=NEU, probas={NEU: 0.955, POS: 0.036, NEG: 0.009})"
1475,🖍️,"AnalyzerOutput(output=NEU, probas={NEU: 0.877, POS: 0.115, NEG: 0.008})"
1476,🤵🏻,"AnalyzerOutput(output=NEU, probas={NEU: 0.961, POS: 0.033, NEG: 0.006})"
1477,🤷🏾,"AnalyzerOutput(output=NEU, probas={NEU: 0.966, POS: 0.025, NEG: 0.008})"
1478,🥼,"AnalyzerOutput(output=NEU, probas={NEU: 0.928, POS: 0.064, NEG: 0.008})"
1479,🦙,"AnalyzerOutput(output=NEU, probas={NEU: 0.927, POS: 0.063, NEG: 0.010})"
1480,🦸‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.935, POS: 0.034, NEG: 0.031})"
1481,⏫,"AnalyzerOutput(output=NEU, probas={NEU: 0.808, POS: 0.188, NEG: 0.004})"
1482,✍🏿,"AnalyzerOutput(output=NEU, probas={NEU: 0.956, POS: 0.035, NEG: 0.008})"
1483,🆚,"AnalyzerOutput(output=NEU, probas={NEU: 0.939, POS: 0.050, NEG: 0.012})"
1484,🇧🇼,"AnalyzerOutput(output=NEU, probas={NEU: 0.939, POS: 0.047, NEG: 0.014})"
1485,🇬🇩,"AnalyzerOutput(output=NEU, probas={NEU: 0.940, POS: 0.053, NEG: 0.007})"
1486,🇬🇳,"AnalyzerOutput(output=NEU, probas={NEU: 0.891, POS: 0.100, NEG: 0.009})"
1487,🇴,"AnalyzerOutput(output=NEU, probas={NEU: 0.902, POS: 0.052, NEG: 0.046})"
1488,🎠,"AnalyzerOutput(output=NEU, probas={NEU: 0.942, POS: 0.052, NEG: 0.006})"
1489,👨🏼‍⚕️,"AnalyzerOutput(output=NEU, probas={NEU: 0.964, POS: 0.029, NEG: 0.007})"
1490,👨🏼‍🚀,"AnalyzerOutput(output=NEU, probas={NEU: 0.941, POS: 0.054, NEG: 0.005})"
1491,👩‍💼,"AnalyzerOutput(output=NEU, probas={NEU: 0.948, POS: 0.044, NEG: 0.008})"
1492,👩‍🦳,"AnalyzerOutput(output=NEU, probas={NEU: 0.952, POS: 0.038, NEG: 0.010})"
1493,👩🏽‍🔬,"AnalyzerOutput(output=NEU, probas={NEU: 0.937, POS: 0.058, NEG: 0.005})"
1494,👩🏾,"AnalyzerOutput(output=NEU, probas={NEU: 0.964, POS: 0.028, NEG: 0.007})"
1495,👩🏾‍🎤,"AnalyzerOutput(output=NEU, probas={NEU: 0.965, POS: 0.027, NEG: 0.008})"
1496,📴,"AnalyzerOutput(output=NEU, probas={NEU: 0.842, NEG: 0.124, POS: 0.034})"
1497,🔦,"AnalyzerOutput(output=NEU, probas={NEU: 0.876, POS: 0.118, NEG: 0.006})"
1498,🕍,"AnalyzerOutput(output=NEU, probas={NEU: 0.954, POS: 0.032, NEG: 0.015})"
1499,🕴🏽,"AnalyzerOutput(output=NEU, probas={NEU: 0.905, POS: 0.092, NEG: 0.003})"
1500,🚵‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.935, POS: 0.034, NEG: 0.031})"
1501,🚶🏽‍♂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.965, POS: 0.028, NEG: 0.007})"
1502,🚹,"AnalyzerOutput(output=NEU, probas={NEU: 0.968, POS: 0.020, NEG: 0.012})"
1503,🤞🏿,"AnalyzerOutput(output=NEU, probas={NEU: 0.940, POS: 0.054, NEG: 0.006})"
1504,🦷,"AnalyzerOutput(output=NEU, probas={NEU: 0.928, POS: 0.062, NEG: 0.010})"
1505,🧔🏿,"AnalyzerOutput(output=NEU, probas={NEU: 0.954, POS: 0.039, NEG: 0.006})"
1506,🧞‍♂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.935, POS: 0.034, NEG: 0.031})"
1507,➰,"AnalyzerOutput(output=NEU, probas={NEU: 0.944, POS: 0.044, NEG: 0.012})"
1508,🅾️,"AnalyzerOutput(output=NEU, probas={NEU: 0.965, POS: 0.029, NEG: 0.007})"
1509,🇦🇩,"AnalyzerOutput(output=NEU, probas={NEU: 0.947, POS: 0.046, NEG: 0.006})"
1510,🌓,"AnalyzerOutput(output=NEU, probas={NEU: 0.930, POS: 0.065, NEG: 0.005})"
1511,🏊🏻‍♂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.963, POS: 0.031, NEG: 0.006})"
1512,🏕️,"AnalyzerOutput(output=NEU, probas={NEU: 0.851, POS: 0.144, NEG: 0.005})"
1513,👚,"AnalyzerOutput(output=NEU, probas={NEU: 0.968, NEG: 0.018, POS: 0.014})"
1514,👨‍👩‍👦,"AnalyzerOutput(output=NEU, probas={NEU: 0.938, POS: 0.054, NEG: 0.008})"
1515,👩‍✈️,"AnalyzerOutput(output=NEU, probas={NEU: 0.935, POS: 0.034, NEG: 0.031})"
1516,👩🏾‍🌾,"AnalyzerOutput(output=NEU, probas={NEU: 0.967, POS: 0.024, NEG: 0.009})"
1517,👯‍♂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.935, POS: 0.034, NEG: 0.031})"
1518,💁🏽‍♂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.965, POS: 0.028, NEG: 0.007})"
1519,🖖🏼,"AnalyzerOutput(output=POS, probas={POS: 0.677, NEU: 0.321, NEG: 0.002})"
1520,🖖🏽,"AnalyzerOutput(output=NEU, probas={NEU: 0.510, POS: 0.487, NEG: 0.003})"
1521,🚥,"AnalyzerOutput(output=NEU, probas={NEU: 0.958, POS: 0.033, NEG: 0.009})"
1522,🚻,"AnalyzerOutput(output=NEU, probas={NEU: 0.947, POS: 0.040, NEG: 0.013})"
1523,🛳️,"AnalyzerOutput(output=NEU, probas={NEU: 0.941, POS: 0.051, NEG: 0.008})"
1524,🤘🏽,"AnalyzerOutput(output=NEU, probas={NEU: 0.966, POS: 0.028, NEG: 0.006})"
1525,🥅,"AnalyzerOutput(output=NEU, probas={NEU: 0.884, POS: 0.111, NEG: 0.005})"
1526,🥙,"AnalyzerOutput(output=NEU, probas={NEU: 0.922, POS: 0.072, NEG: 0.006})"
1527,🧔,"AnalyzerOutput(output=NEU, probas={NEU: 0.925, POS: 0.066, NEG: 0.008})"
1528,🧺,"AnalyzerOutput(output=NEU, probas={NEU: 0.927, POS: 0.065, NEG: 0.008})"
1529,♒,"AnalyzerOutput(output=NEU, probas={NEU: 0.923, POS: 0.068, NEG: 0.008})"
1530,♣️,"AnalyzerOutput(output=NEU, probas={NEU: 0.895, POS: 0.099, NEG: 0.006})"
1531,🇧🇦,"AnalyzerOutput(output=NEU, probas={NEU: 0.964, POS: 0.024, NEG: 0.011})"
1532,🇲🇭,"AnalyzerOutput(output=NEU, probas={NEU: 0.957, POS: 0.035, NEG: 0.008})"
1533,🇹🇩,"AnalyzerOutput(output=NEU, probas={NEU: 0.933, POS: 0.060, NEG: 0.007})"
1534,🎎,"AnalyzerOutput(output=NEU, probas={NEU: 0.944, POS: 0.047, NEG: 0.009})"
1535,🏋,"AnalyzerOutput(output=NEU, probas={NEU: 0.950, POS: 0.044, NEG: 0.006})"
1536,🏩,"AnalyzerOutput(output=POS, probas={POS: 0.976, NEU: 0.023, NEG: 0.001})"
1537,🏬,"AnalyzerOutput(output=NEU, probas={NEU: 0.921, POS: 0.072, NEG: 0.006})"
1538,👁️‍🗨️,"AnalyzerOutput(output=NEU, probas={NEU: 0.952, POS: 0.041, NEG: 0.006})"
1539,👐🏻,"AnalyzerOutput(output=NEU, probas={NEU: 0.934, POS: 0.061, NEG: 0.005})"
1540,👨‍🚀,"AnalyzerOutput(output=NEU, probas={NEU: 0.883, POS: 0.110, NEG: 0.007})"
1541,👨🏻,"AnalyzerOutput(output=NEU, probas={NEU: 0.948, POS: 0.046, NEG: 0.007})"
1542,👩‍❤️‍👨,"AnalyzerOutput(output=NEU, probas={NEU: 0.963, POS: 0.019, NEG: 0.017})"
1543,👩‍👧,"AnalyzerOutput(output=NEU, probas={NEU: 0.934, POS: 0.057, NEG: 0.009})"
1544,👩🏻‍🎤,"AnalyzerOutput(output=NEU, probas={NEU: 0.953, POS: 0.039, NEG: 0.007})"
1545,👩🏻‍🦰,"AnalyzerOutput(output=NEU, probas={NEU: 0.957, POS: 0.036, NEG: 0.007})"
1546,👩🏿‍🏫,"AnalyzerOutput(output=NEU, probas={NEU: 0.964, POS: 0.025, NEG: 0.011})"
1547,💾,"AnalyzerOutput(output=NEU, probas={NEU: 0.913, POS: 0.082, NEG: 0.005})"
1548,📮,"AnalyzerOutput(output=NEU, probas={NEU: 0.934, POS: 0.058, NEG: 0.008})"
1549,📯,"AnalyzerOutput(output=NEU, probas={NEU: 0.946, POS: 0.043, NEG: 0.011})"
1550,🔀,"AnalyzerOutput(output=NEU, probas={NEU: 0.932, POS: 0.063, NEG: 0.005})"
1551,🕓,"AnalyzerOutput(output=NEU, probas={NEU: 0.956, POS: 0.035, NEG: 0.009})"
1552,🕕,"AnalyzerOutput(output=NEU, probas={NEU: 0.957, POS: 0.033, NEG: 0.010})"
1553,🕹️,"AnalyzerOutput(output=NEU, probas={NEU: 0.797, POS: 0.198, NEG: 0.005})"
1554,🙋🏾‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.973, POS: 0.020, NEG: 0.008})"
1555,🙋🏿‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.969, POS: 0.023, NEG: 0.008})"
1556,🛋️,"AnalyzerOutput(output=NEU, probas={NEU: 0.907, POS: 0.087, NEG: 0.006})"
1557,🛷,"AnalyzerOutput(output=NEU, probas={NEU: 0.935, POS: 0.056, NEG: 0.009})"
1558,🤜🏽,"AnalyzerOutput(output=NEU, probas={NEU: 0.955, POS: 0.039, NEG: 0.006})"
1559,🤸‍♂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.935, POS: 0.034, NEG: 0.031})"
1560,🤸🏻‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.963, POS: 0.031, NEG: 0.006})"
1561,🤹‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.935, POS: 0.034, NEG: 0.031})"
1562,🥋,"AnalyzerOutput(output=NEU, probas={NEU: 0.949, POS: 0.042, NEG: 0.009})"
1563,🦸,"AnalyzerOutput(output=NEU, probas={NEU: 0.783, POS: 0.211, NEG: 0.005})"
1564,↖️,"AnalyzerOutput(output=NEU, probas={NEU: 0.947, POS: 0.045, NEG: 0.008})"
1565,⏭️,"AnalyzerOutput(output=NEU, probas={NEU: 0.941, POS: 0.054, NEG: 0.005})"
1566,☝🏿,"AnalyzerOutput(output=NEU, probas={NEU: 0.969, POS: 0.022, NEG: 0.009})"
1567,🇪,"AnalyzerOutput(output=NEU, probas={NEU: 0.902, POS: 0.052, NEG: 0.046})"
1568,🇮🇨,"AnalyzerOutput(output=NEU, probas={NEU: 0.944, POS: 0.049, NEG: 0.006})"
1569,🇸🇧,"AnalyzerOutput(output=NEU, probas={NEU: 0.957, POS: 0.034, NEG: 0.009})"
1570,🇸🇷,"AnalyzerOutput(output=NEU, probas={NEU: 0.958, POS: 0.033, NEG: 0.009})"
1571,🇹🇬,"AnalyzerOutput(output=NEU, probas={NEU: 0.883, POS: 0.113, NEG: 0.004})"
1572,🍤,"AnalyzerOutput(output=NEU, probas={NEU: 0.944, POS: 0.048, NEG: 0.009})"
1573,🍥,"AnalyzerOutput(output=NEU, probas={NEU: 0.898, POS: 0.097, NEG: 0.005})"
1574,🍮,"AnalyzerOutput(output=NEU, probas={NEU: 0.902, POS: 0.091, NEG: 0.008})"
1575,🎅🏼,"AnalyzerOutput(output=NEU, probas={NEU: 0.910, POS: 0.086, NEG: 0.004})"
1576,🎿,"AnalyzerOutput(output=NEU, probas={NEU: 0.907, POS: 0.086, NEG: 0.007})"
1577,👨🏻‍🌾,"AnalyzerOutput(output=NEU, probas={NEU: 0.957, POS: 0.035, NEG: 0.007})"
1578,👨🏻‍🎤,"AnalyzerOutput(output=NEU, probas={NEU: 0.951, POS: 0.042, NEG: 0.007})"
1579,👨🏽‍🌾,"AnalyzerOutput(output=NEU, probas={NEU: 0.956, POS: 0.036, NEG: 0.007})"
1580,👨🏿‍🦲,"AnalyzerOutput(output=NEU, probas={NEU: 0.958, NEG: 0.022, POS: 0.020})"
1581,👩🏽‍⚕️,"AnalyzerOutput(output=NEU, probas={NEU: 0.962, POS: 0.030, NEG: 0.007})"
1582,🕗,"AnalyzerOutput(output=NEU, probas={NEU: 0.958, POS: 0.032, NEG: 0.010})"
1583,🙇🏻,"AnalyzerOutput(output=NEU, probas={NEU: 0.945, POS: 0.049, NEG: 0.006})"
1584,🙋🏾‍♂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.973, POS: 0.020, NEG: 0.008})"
1585,🛂,"AnalyzerOutput(output=NEU, probas={NEU: 0.953, POS: 0.038, NEG: 0.009})"
1586,🤛🏾,"AnalyzerOutput(output=NEU, probas={NEU: 0.966, POS: 0.027, NEG: 0.007})"
1587,🤱,"AnalyzerOutput(output=NEU, probas={NEU: 0.915, NEG: 0.065, POS: 0.021})"
1588,🤴🏼,"AnalyzerOutput(output=NEU, probas={NEU: 0.930, POS: 0.066, NEG: 0.005})"
1589,🥎,"AnalyzerOutput(output=NEU, probas={NEU: 0.922, POS: 0.071, NEG: 0.007})"
1590,🦡,"AnalyzerOutput(output=NEU, probas={NEU: 0.936, POS: 0.053, NEG: 0.011})"
1591,🧧,"AnalyzerOutput(output=NEU, probas={NEU: 0.936, POS: 0.057, NEG: 0.007})"
1592,↕️,"AnalyzerOutput(output=NEU, probas={NEU: 0.954, POS: 0.036, NEG: 0.010})"
1593,⛴️,"AnalyzerOutput(output=NEU, probas={NEU: 0.925, POS: 0.063, NEG: 0.012})"
1594,✋🏿,"AnalyzerOutput(output=NEU, probas={NEU: 0.953, POS: 0.040, NEG: 0.006})"
1595,➿,"AnalyzerOutput(output=NEU, probas={NEU: 0.941, POS: 0.050, NEG: 0.009})"
1596,🇦🇬,"AnalyzerOutput(output=NEU, probas={NEU: 0.962, POS: 0.033, NEG: 0.006})"
1597,🇧🇹,"AnalyzerOutput(output=NEU, probas={NEU: 0.955, POS: 0.037, NEG: 0.008})"
1598,🇲🇳,"AnalyzerOutput(output=NEU, probas={NEU: 0.948, POS: 0.041, NEG: 0.011})"
1599,🍙,"AnalyzerOutput(output=NEU, probas={NEU: 0.941, POS: 0.049, NEG: 0.010})"
1600,🍡,"AnalyzerOutput(output=NEU, probas={NEU: 0.861, POS: 0.135, NEG: 0.004})"
1601,🏄🏽‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.965, POS: 0.028, NEG: 0.007})"
1602,🏊,"AnalyzerOutput(output=NEU, probas={NEU: 0.915, POS: 0.080, NEG: 0.005})"
1603,🏣,"AnalyzerOutput(output=NEU, probas={NEU: 0.964, POS: 0.025, NEG: 0.011})"
1604,👒,"AnalyzerOutput(output=NEU, probas={NEU: 0.965, POS: 0.023, NEG: 0.012})"
1605,👨‍❤️‍💋‍👨,"AnalyzerOutput(output=NEU, probas={NEU: 0.946, POS: 0.049, NEG: 0.005})"
1606,👨‍👨‍👧‍👦,"AnalyzerOutput(output=NEU, probas={NEU: 0.939, POS: 0.053, NEG: 0.008})"
1607,👨🏻‍⚕️,"AnalyzerOutput(output=NEU, probas={NEU: 0.962, POS: 0.030, NEG: 0.008})"
1608,👨🏾‍🔬,"AnalyzerOutput(output=NEU, probas={NEU: 0.944, POS: 0.051, NEG: 0.006})"
1609,👩🏽‍🎤,"AnalyzerOutput(output=NEU, probas={NEU: 0.955, POS: 0.038, NEG: 0.007})"
1610,👩🏿‍🌾,"AnalyzerOutput(output=NEU, probas={NEU: 0.966, POS: 0.026, NEG: 0.009})"
1611,👩🏿‍🎤,"AnalyzerOutput(output=NEU, probas={NEU: 0.958, POS: 0.033, NEG: 0.008})"
1612,👯,"AnalyzerOutput(output=NEU, probas={NEU: 0.909, POS: 0.086, NEG: 0.005})"
1613,👱‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.935, POS: 0.034, NEG: 0.031})"
1614,👸🏼,"AnalyzerOutput(output=NEU, probas={NEU: 0.933, POS: 0.062, NEG: 0.005})"
1615,🔈,"AnalyzerOutput(output=NEU, probas={NEU: 0.939, POS: 0.050, NEG: 0.010})"
1616,🕣,"AnalyzerOutput(output=NEU, probas={NEU: 0.942, POS: 0.051, NEG: 0.007})"
1617,🗡️,"AnalyzerOutput(output=NEU, probas={NEU: 0.943, POS: 0.030, NEG: 0.027})"
1618,🙋🏼,"AnalyzerOutput(output=NEU, probas={NEU: 0.954, POS: 0.042, NEG: 0.005})"
1619,🚞,"AnalyzerOutput(output=NEU, probas={NEU: 0.948, POS: 0.042, NEG: 0.010})"
1620,🚣‍♂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.935, POS: 0.034, NEG: 0.031})"
1621,🛤️,"AnalyzerOutput(output=NEU, probas={NEU: 0.948, POS: 0.040, NEG: 0.012})"
1622,🤙🏾,"AnalyzerOutput(output=NEU, probas={NEU: 0.937, POS: 0.059, NEG: 0.004})"
1623,🤜🏾,"AnalyzerOutput(output=NEU, probas={NEU: 0.961, POS: 0.033, NEG: 0.006})"
1624,🤰🏻,"AnalyzerOutput(output=NEU, probas={NEU: 0.968, NEG: 0.018, POS: 0.014})"
1625,🤹‍♂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.935, POS: 0.034, NEG: 0.031})"
1626,🥽,"AnalyzerOutput(output=NEU, probas={NEU: 0.919, POS: 0.072, NEG: 0.008})"
1627,🧚🏻‍♂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.963, POS: 0.031, NEG: 0.006})"
1628,🧝‍♂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.935, POS: 0.034, NEG: 0.031})"
1629,🇱,"AnalyzerOutput(output=NEU, probas={NEU: 0.902, POS: 0.052, NEG: 0.046})"
1630,🇱🇦,"AnalyzerOutput(output=NEU, probas={NEU: 0.959, POS: 0.031, NEG: 0.010})"
1631,🇲🇪,"AnalyzerOutput(output=NEU, probas={NEU: 0.897, POS: 0.092, NEG: 0.010})"
1632,🇲🇺,"AnalyzerOutput(output=NEU, probas={NEU: 0.953, POS: 0.038, NEG: 0.009})"
1633,🇸🇨,"AnalyzerOutput(output=NEU, probas={NEU: 0.949, POS: 0.044, NEG: 0.007})"
1634,🌗,"AnalyzerOutput(output=NEU, probas={NEU: 0.931, POS: 0.063, NEG: 0.006})"
1635,🏉,"AnalyzerOutput(output=NEU, probas={NEU: 0.929, POS: 0.063, NEG: 0.009})"
1636,🏪,"AnalyzerOutput(output=NEU, probas={NEU: 0.918, POS: 0.077, NEG: 0.006})"
1637,👨‍⚖️,"AnalyzerOutput(output=NEU, probas={NEU: 0.948, NEG: 0.026, POS: 0.026})"
1638,👩🏼‍💻,"AnalyzerOutput(output=NEU, probas={NEU: 0.944, POS: 0.051, NEG: 0.005})"
1639,👩🏼‍🚀,"AnalyzerOutput(output=NEU, probas={NEU: 0.948, POS: 0.046, NEG: 0.005})"
1640,💒,"AnalyzerOutput(output=NEU, probas={NEU: 0.868, POS: 0.127, NEG: 0.005})"
1641,💺,"AnalyzerOutput(output=NEU, probas={NEU: 0.917, POS: 0.074, NEG: 0.008})"
1642,📂,"AnalyzerOutput(output=NEU, probas={NEU: 0.941, POS: 0.054, NEG: 0.005})"
1643,📭,"AnalyzerOutput(output=NEU, probas={NEU: 0.970, POS: 0.020, NEG: 0.009})"
1644,🔢,"AnalyzerOutput(output=NEU, probas={NEU: 0.944, POS: 0.046, NEG: 0.010})"
1645,🕵🏻‍♂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.963, POS: 0.031, NEG: 0.006})"
1646,🕺🏼,"AnalyzerOutput(output=NEU, probas={NEU: 0.890, POS: 0.106, NEG: 0.003})"
1647,🕺🏽,"AnalyzerOutput(output=NEU, probas={NEU: 0.905, POS: 0.091, NEG: 0.004})"
1648,🕺🏾,"AnalyzerOutput(output=NEU, probas={NEU: 0.916, POS: 0.080, NEG: 0.004})"
1649,🖖🏾,"AnalyzerOutput(output=POS, probas={POS: 0.646, NEU: 0.352, NEG: 0.002})"
1650,🙋🏿‍♂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.969, POS: 0.023, NEG: 0.008})"
1651,🚴🏽‍♂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.965, POS: 0.028, NEG: 0.007})"
1652,🚴🏾‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.973, POS: 0.020, NEG: 0.008})"
1653,🚼,"AnalyzerOutput(output=NEU, probas={NEU: 0.895, POS: 0.098, NEG: 0.007})"
1654,🤽‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.935, POS: 0.034, NEG: 0.031})"
1655,🧛‍♂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.935, POS: 0.034, NEG: 0.031})"
1656,🧝‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.935, POS: 0.034, NEG: 0.031})"
1657,🇲🇩,"AnalyzerOutput(output=NEU, probas={NEU: 0.961, POS: 0.031, NEG: 0.008})"
1658,🇵🇬,"AnalyzerOutput(output=NEU, probas={NEU: 0.963, POS: 0.028, NEG: 0.010})"
1659,🇻🇦,"AnalyzerOutput(output=NEU, probas={NEU: 0.936, POS: 0.058, NEG: 0.006})"
1660,🏃🏼‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.969, POS: 0.025, NEG: 0.006})"
1661,👋🏿,"AnalyzerOutput(output=NEU, probas={NEU: 0.942, POS: 0.053, NEG: 0.005})"
1662,👘,"AnalyzerOutput(output=NEU, probas={NEU: 0.928, POS: 0.065, NEG: 0.007})"
1663,👨‍✈️,"AnalyzerOutput(output=NEU, probas={NEU: 0.935, POS: 0.034, NEG: 0.031})"
1664,👨🏻‍🎨,"AnalyzerOutput(output=NEU, probas={NEU: 0.945, POS: 0.049, NEG: 0.006})"
1665,👩‍👩‍👦‍👦,"AnalyzerOutput(output=NEU, probas={NEU: 0.947, POS: 0.042, NEG: 0.011})"
1666,👩‍🔧,"AnalyzerOutput(output=NEU, probas={NEU: 0.947, POS: 0.045, NEG: 0.009})"
1667,👩🏻‍💼,"AnalyzerOutput(output=NEU, probas={NEU: 0.956, POS: 0.038, NEG: 0.006})"
1668,👩🏻‍🦱,"AnalyzerOutput(output=NEU, probas={NEU: 0.950, POS: 0.044, NEG: 0.006})"
1669,👩🏿‍🚀,"AnalyzerOutput(output=NEU, probas={NEU: 0.948, POS: 0.046, NEG: 0.006})"
1670,👴🏻,"AnalyzerOutput(output=NEU, probas={NEU: 0.962, POS: 0.025, NEG: 0.013})"
1671,👶🏼,"AnalyzerOutput(output=NEU, probas={NEU: 0.940, POS: 0.056, NEG: 0.004})"
1672,📵,"AnalyzerOutput(output=NEU, probas={NEU: 0.919, NEG: 0.053, POS: 0.028})"
1673,🕴️,"AnalyzerOutput(output=NEU, probas={NEU: 0.816, POS: 0.181, NEG: 0.003})"
1674,🙅🏾‍♂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.973, POS: 0.020, NEG: 0.008})"
1675,🚝,"AnalyzerOutput(output=NEU, probas={NEU: 0.947, POS: 0.045, NEG: 0.008})"
1676,🚵,"AnalyzerOutput(output=NEU, probas={NEU: 0.928, POS: 0.067, NEG: 0.005})"
1677,🤚🏼,"AnalyzerOutput(output=NEU, probas={NEU: 0.944, POS: 0.052, NEG: 0.004})"
1678,🤛🏿,"AnalyzerOutput(output=NEU, probas={NEU: 0.965, POS: 0.028, NEG: 0.007})"
1679,🦳,"AnalyzerOutput(output=NEU, probas={NEU: 0.936, POS: 0.055, NEG: 0.009})"
1680,🧕🏽,"AnalyzerOutput(output=NEU, probas={NEU: 0.967, POS: 0.026, NEG: 0.007})"
1681,🧚,"AnalyzerOutput(output=NEU, probas={NEU: 0.830, POS: 0.164, NEG: 0.006})"
1682,🧚‍♂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.935, POS: 0.034, NEG: 0.031})"
1683,⛩️,"AnalyzerOutput(output=NEU, probas={NEU: 0.945, POS: 0.048, NEG: 0.006})"
1684,✍️🏽,"AnalyzerOutput(output=NEU, probas={NEU: 0.955, POS: 0.037, NEG: 0.007})"
1685,🇨🇻,"AnalyzerOutput(output=NEU, probas={NEU: 0.952, POS: 0.040, NEG: 0.009})"
1686,🇫🇲,"AnalyzerOutput(output=NEU, probas={NEU: 0.962, POS: 0.029, NEG: 0.009})"
1687,🇰🇮,"AnalyzerOutput(output=NEU, probas={NEU: 0.958, POS: 0.028, NEG: 0.013})"
1688,🇳,"AnalyzerOutput(output=NEU, probas={NEU: 0.902, POS: 0.052, NEG: 0.046})"
1689,🏎️,"AnalyzerOutput(output=NEU, probas={NEU: 0.891, POS: 0.104, NEG: 0.005})"
1690,🏓,"AnalyzerOutput(output=NEU, probas={NEU: 0.890, POS: 0.103, NEG: 0.007})"
1691,👦🏻,"AnalyzerOutput(output=NEU, probas={NEU: 0.942, POS: 0.051, NEG: 0.007})"
1692,👦🏽,"AnalyzerOutput(output=NEU, probas={NEU: 0.945, POS: 0.047, NEG: 0.007})"
1693,👨‍🍳,"AnalyzerOutput(output=NEU, probas={NEU: 0.926, POS: 0.067, NEG: 0.007})"
1694,👨‍🏭,"AnalyzerOutput(output=NEU, probas={NEU: 0.949, POS: 0.042, NEG: 0.008})"
1695,👨‍👧,"AnalyzerOutput(output=NEU, probas={NEU: 0.919, POS: 0.074, NEG: 0.007})"
1696,👨‍🔧,"AnalyzerOutput(output=NEU, probas={NEU: 0.934, POS: 0.059, NEG: 0.007})"
1697,👨‍🦳,"AnalyzerOutput(output=NEU, probas={NEU: 0.932, POS: 0.060, NEG: 0.008})"
1698,👨🏽,"AnalyzerOutput(output=NEU, probas={NEU: 0.951, POS: 0.042, NEG: 0.008})"
1699,👵🏾,"AnalyzerOutput(output=NEU, probas={NEU: 0.968, POS: 0.020, NEG: 0.012})"
1700,💁🏽‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.965, POS: 0.028, NEG: 0.007})"
1701,📤,"AnalyzerOutput(output=NEU, probas={NEU: 0.958, POS: 0.033, NEG: 0.009})"
1702,🔇,"AnalyzerOutput(output=NEU, probas={NEU: 0.940, NEG: 0.036, POS: 0.024})"
1703,🔤,"AnalyzerOutput(output=NEU, probas={NEU: 0.953, POS: 0.037, NEG: 0.009})"
1704,🕜,"AnalyzerOutput(output=NEU, probas={NEU: 0.937, POS: 0.057, NEG: 0.006})"
1705,🕸️,"AnalyzerOutput(output=NEU, probas={NEU: 0.938, POS: 0.050, NEG: 0.012})"
